hst datetime,ap7_ghi,elevation,azimuth,ap7_rel
2010-03-20 12:57:21-10:00,1231.25,68.34710762887404,-12.037038214139045,1.2198908642286486
2010-03-20 12:57:22-10:00,1224.25,68.34630233082864,-12.048116800532114,1.2129631354321766
2010-03-20 12:57:23-10:00,1220.75,68.34549629840032,-12.059194604073497,1.2095030728264018
2010-03-20 12:57:24-10:00,1217.24,68.34468953202358,-12.070271621871854,1.2060330584080492
2010-03-20 12:57:25-10:00,1213.74,68.34388203169183,-12.081347854530804,1.20257290797653
2010-03-20 12:57:26-10:00,1212.18,68.34307379757648,-12.092423300193019,1.2010348767576398
2010-03-20 12:57:27-10:00,1209.85,68.34226482967094,-12.103497959462516,1.1987339007911832
2010-03-20 12:57:28-10:00,1208.29,68.34145509528993,-12.114572277055942,1.1971958257221975
2010-03-20 12:57:29-10:00,1209.46,68.3406446603722,-12.125645359378979,1.1983626822175923
2010-03-20 12:57:30-10:00,1209.85,68.33983349173995,-12.13671765322394,1.198756705447786
2010-03-20 12:57:31-10:00,1209.46,68.33902158964425,-12.147789158187521,1.1983778807103431
2010-03-20 12:57:32-10:00,1209.07,68.33820895426211,-12.158859872396164,1.197999051168343
2010-03-20 12:57:33-10:00,1209.85,68.33739558558445,-12.169929796464658,1.1987795109720751
2010-03-20 12:57:34-10:00,1209.46,68.33658148378437,-12.180998928536468,1.1984006791723263
2010-03-20 12:57:35-10:00,1210.63,68.33576661579082,-12.192067715568129,1.199567587706174
2010-03-20 12:57:36-10:00,1211.02,68.33495108118575,-12.203134816251435,1.1999616335696752
2010-03-20 12:57:37-10:00,1210.63,68.33413474725832,-12.214202016723874,1.1995828020592758
2010-03-20 12:57:38-10:00,1209.46,68.33331771354175,-12.225267977628675,1.1984310784710466
2010-03-20 12:57:39-10:00,1210.63,68.33249994711784,-12.23633314342257,1.1995980167983162
2010-03-20 12:57:40-10:00,1209.07,68.33168144797902,-12.2473975147158,1.198059830160822
2010-03-20 12:57:41-10:00,1211.8,68.33086221629983,-12.258461089652599,1.2007725848894095
2010-03-20 12:57:42-10:00,1211.8,68.33004221880103,-12.269524314971108,1.2007801999490277
2010-03-20 12:57:43-10:00,1211.41,68.32922155573227,-12.28058584942383,1.200401359214912
2010-03-20 12:57:44-10:00,1212.18,68.32840009315437,-12.291647481121913,1.2011719795109699
2010-03-20 12:57:45-10:00,1212.57,68.32757793219845,-12.302707865835714,1.2015660580404655
2010-03-20 12:57:46-10:00,1215.3,68.32675503876192,-12.313767453355524,1.2042789210263354
2010-03-20 12:57:47-10:00,1213.74,68.32593141328574,-12.324826240796938,1.2027406957888715
2010-03-20 12:57:48-10:00,1218.02,68.3251070557623,-12.33588422877071,1.206989563774577
2010-03-20 12:57:49-10:00,1214.92,68.32428196636614,-12.34694141542954,1.2039252728383314
2010-03-20 12:57:50-10:00,1212.59,68.32345614535362,-12.35799780036146,1.2016239795625125
2010-03-20 12:57:51-10:00,1216.09,68.32262955857233,-12.369053830617787,1.205099970310754
2010-03-20 12:57:52-10:00,1215.7,68.32180227411375,-12.380108611020717,1.2047211353493346
2010-03-20 12:57:53-10:00,1215.7,68.32097425785331,-12.391162588661302,1.204728775982879
2010-03-20 12:57:54-10:00,1215.7,68.32014551004806,-12.40221576312581,1.204736416713342
2010-03-20 12:57:55-10:00,1215.7,68.31931603082732,-12.413268133184374,1.2047440575407247
2010-03-20 12:57:56-10:00,1218.42,68.31848582032349,-12.424319697596871,1.2074472027998364
2010-03-20 12:57:57-10:00,1216.87,68.31765487852589,-12.435370456987101,1.2059188101017044
2010-03-20 12:57:58-10:00,1220.76,68.31682317187072,-12.446420855103753,1.2097814750700344
2010-03-20 12:57:59-10:00,1218.42,68.31599076806977,-12.457470000300958,1.207470177442877
2010-03-20 12:58:00-10:00,1220.76,68.31515763305724,-12.468518338414157,1.2097968212062293
2010-03-20 12:58:01-10:00,1221.15,68.31432376708725,-12.479565869045445,1.210191474163158
2010-03-20 12:58:02-10:00,1219.98,68.3134891703418,-12.490612590330585,1.2090401213658335
2010-03-20 12:58:03-10:00,1223.87,68.3126538428079,-12.501658502903751,1.2129034125054905
2010-03-20 12:58:04-10:00,1223.87,68.31181778466714,-12.512703604904516,1.2129115863992006
2010-03-20 12:58:05-10:00,1216.87,68.3109809619597,-12.523748342334159,1.2059823909742844
2010-03-20 12:58:06-10:00,1210.25,68.31014347697676,-12.534791376197006,1.1994297047475317
2010-03-20 12:58:07-10:00,1207.92,68.30930519332286,-12.5458344905947,1.197128603912888
2010-03-20 12:58:08-10:00,1221.54,68.30846621337889,-12.556876346626836,1.2106350834225628
2010-03-20 12:58:09-10:00,1230.49,68.30762650315783,-12.567917390253513,1.2195134037554778
2010-03-20 12:58:10-10:00,1235.93,68.30678606283637,-12.578957619638857,1.2249131312971138
2010-03-20 12:58:11-10:00,1237.88,68.30594489240777,-12.589997035393907,1.2268540175732658
2010-03-20 12:58:12-10:00,1242.16,68.30510295789495,-12.6010360808246,1.2311041919149273
2010-03-20 12:58:13-10:00,1228.15,68.30426036202113,-12.612073420091463,1.2172270909764142
2010-03-20 12:58:14-10:00,1223.09,68.30341696743949,-12.623110835551529,1.2122202633426589
2010-03-20 12:58:15-10:00,1226.21,68.30257287790232,-12.63414698655069,1.21532072629242
2010-03-20 12:58:16-10:00,1235.55,68.30172805841765,-12.645182321884676,1.224586036299801
2010-03-20 12:58:17-10:00,1244.5,68.30088250943065,-12.65621683869432,1.2334649293560096
2010-03-20 12:58:18-10:00,1249.17,68.30003623093187,-12.667250537602172,1.2381018645714772
2010-03-20 12:58:19-10:00,1254.61,68.29918922310237,-12.678283416763918,1.2435020449330223
2010-03-20 12:58:20-10:00,1221.15,68.29834148619996,-12.689315475779466,1.2103464476086454
2010-03-20 12:58:21-10:00,1222.7,68.2974929851839,-12.700347160723197,1.211890902660986
2010-03-20 12:58:22-10:00,1184.96,68.29664378992456,-12.711377578398128,1.1744924534578027
2010-03-20 12:58:23-10:00,1126.58,68.29579386541008,-12.72240717491428,1.116635689206205
2010-03-20 12:58:24-10:00,1079.11,68.29494321189719,-12.733435949876622,1.0695919154626807
2010-03-20 12:58:25-10:00,1101.68,68.29409182956897,-12.744463901439275,1.0919702009729486
2010-03-20 12:58:26-10:00,1012.95,68.29323971841521,-12.75549103022854,1.0040290015157325
2010-03-20 12:58:27-10:00,923.059,68.29238687861819,-12.766517334403375,0.91493583369413
2010-03-20 12:58:28-10:00,840.56,68.2915332755414,-12.777543259207164,0.8331684626666069
2010-03-20 12:58:29-10:00,747.554,68.29067897885639,-12.788567912519596,0.7409853133938263
2010-03-20 12:58:30-10:00,710.585,68.28982395342335,-12.799591741649408,0.7043459039825228
2010-03-20 12:58:31-10:00,914.109,68.28896819969003,-12.810614743746271,0.9060890248234825
2010-03-20 12:58:32-10:00,1010.23,68.28811171764937,-12.821636919425998,1.0013734526355105
2010-03-20 12:58:33-10:00,1077.94,68.28725450743336,-12.83265826747649,1.0684970504667948
2010-03-20 12:58:34-10:00,1060.82,68.2863965691788,-12.843678786669187,1.0515341125588156
2010-03-20 12:58:35-10:00,919.168,68.28553786804352,-12.854698922014876,0.9111282047215373
2010-03-20 12:58:36-10:00,936.68,68.28467847411154,-12.865717781865555,0.928493288972472
2010-03-20 12:58:37-10:00,988.047,68.28381835203434,-12.8767358133031,0.9794179362147735
2010-03-20 12:58:38-10:00,1037.86,68.2829575022649,-12.88775301346729,1.0288028313935436
2010-03-20 12:58:39-10:00,1077.94,68.28209592479274,-12.898769382987439,1.0685402649968756
2010-03-20 12:58:40-10:00,1168.61,68.28123361979958,-12.909784920036856,1.1584274229522495
2010-03-20 12:58:41-10:00,1240.6,68.28037058727887,-12.920799625230273,1.2297984343910564
2010-03-20 12:58:42-10:00,1300.53,68.27950679237433,-12.931813940892738,1.2892153305727612
2010-03-20 12:58:43-10:00,1315.71,68.27864234045566,-12.942826534195461,1.304272055779635
