hst datetime,ap7_ghi,elevation,azimuth,ap7_rel
2010-03-23 07:30:00-10:00,102.496,12.404153025342591,-273.5898478914571,0.7128470483503032
2010-03-23 07:30:01-10:00,102.496,12.40800767202528,-273.59141158049897,0.7125333600283078
2010-03-23 07:30:02-10:00,102.496,12.411862324047883,-273.59297530976835,0.7122199476619513
2010-03-23 07:30:03-10:00,102.496,12.415716981826435,-273.5945390794552,0.7119068108872512
2010-03-23 07:30:04-10:00,102.496,12.419571644917747,-273.5961028894007,0.7115939493408647
2010-03-23 07:30:05-10:00,102.496,12.423426313740142,-273.597666739797,0.7112813626600878
2010-03-23 07:30:06-10:00,102.496,12.427281143482288,-273.59923069382995,0.7109690504828534
2010-03-23 07:30:07-10:00,102.496,12.43113566733853,-273.60079456131996,0.7106570124477299
2010-03-23 07:30:08-10:00,102.496,12.434990508046063,-273.60235859616137,0.71034524819392
2010-03-23 07:30:09-10:00,102.496,12.438845198584056,-273.6039226080827,0.7100337573612592
2010-03-23 07:30:10-10:00,102.496,12.442699894785896,-273.6054866605331,0.7097225395902146
2010-03-23 07:30:11-10:00,102.496,12.44655459621125,-273.6070507533565,0.7094115945218831
2010-03-23 07:30:12-10:00,102.496,12.450409303274919,-273.60861488674146,0.7091009217979903
2010-03-23 07:30:13-10:00,102.496,12.454264170952117,-273.6101791237979,0.7087905210608899
2010-03-23 07:30:14-10:00,102.496,12.45811873307992,-273.61174327457616,0.7084803919535606
2010-03-23 07:30:15-10:00,102.496,12.461973611866004,-273.61330759300085,0.7081705341196061
2010-03-23 07:30:16-10:00,102.496,12.465828340170146,-273.6148718881123,0.7078609472032531
2010-03-23 07:30:17-10:00,102.496,12.469683073942896,-273.61643622402545,0.7075516308493506
2010-03-23 07:30:18-10:00,102.496,12.473537813275154,-273.61800060059545,0.7072425847033674
2010-03-23 07:30:19-10:00,103.275,12.47739255772765,-273.61956501766747,0.7123067150297235
2010-03-23 07:30:20-10:00,103.275,12.481247307714384,-273.6211294754291,0.7119958634953464
2010-03-23 07:30:21-10:00,103.275,12.485102062467975,-273.6226939733877,0.7116852831546109
2010-03-23 07:30:22-10:00,103.275,12.488956978801712,-273.62425857602193,0.7113749736527788
2010-03-23 07:30:23-10:00,103.275,12.492811744132444,-273.62582315527004,0.7110649346357303
2010-03-23 07:30:24-10:00,103.275,12.496666515270523,-273.6273877756061,0.7107551657499629
