hst datetime,dh4_ghi,elevation,azimut,dh4_rel
2010-03-20 07:30:00-10:00,159.899,11.756056102249948,-274.6273301740724,0.9454850594763621
2010-03-20 07:30:01-10:00,159.899,11.75990360235751,-274.6289053490847,0.945094787471469
2010-03-20 07:30:02-10:00,160.292,11.763751108096411,-274.63048056821646,0.9470267316635588
2010-03-20 07:30:03-10:00,160.292,11.767598619021486,-274.63205583130707,0.9466361401768805
2010-03-20 07:30:04-10:00,160.292,11.771446135545453,-274.6336311385474,0.9462458679605871
2010-03-20 07:30:05-10:00,160.292,11.775293657225534,-274.6352064897792,0.9458559146770613
2010-03-20 07:30:06-10:00,160.292,11.779141339603953,-274.636781948916,0.9454662641991761
2010-03-20 07:30:07-10:00,160.292,11.782988716524025,-274.6383573242945,0.9450769633334385
2010-03-20 07:30:08-10:00,160.292,11.786836409566993,-274.63993287167307,0.9446879488037395
2010-03-20 07:30:09-10:00,160.292,11.79068395257515,-274.6415083993827,0.9442992673793079
2010-03-20 07:30:10-10:00,160.685,11.794531501092024,-274.64308397133976,0.9462251605834281
2010-03-20 07:30:11-10:00,160.292,11.798379054672594,-274.6446595873836,0.9435228551765135
2010-03-20 07:30:12-10:00,161.078,11.802226613731152,-274.64623524770667,0.947759834840927
2010-03-20 07:30:13-10:00,161.078,11.806074332954243,-274.64781101588414,0.9473705038117681
2010-03-20 07:30:14-10:00,161.078,11.809921747041084,-274.649386700569,0.9469815212304689
2010-03-20 07:30:15-10:00,161.078,11.813769477041324,-274.65096255755026,0.9465928239290277
2010-03-20 07:30:16-10:00,161.078,11.81761705668033,-274.6525383944673,0.9462044586517807
2010-03-20 07:30:17-10:00,161.078,11.821464641831467,-274.654114275992,0.9458164092688034
2010-03-20 07:30:18-10:00,161.078,11.825312231941899,-274.6556902017178,0.9454286754591849
2010-03-20 07:30:19-10:00,161.078,11.82915982742366,-274.6572661718346,0.9450412568053084
2010-03-20 07:30:20-10:00,161.078,11.833007427834655,-274.65884218618464,0.944654152976179
2010-03-20 07:30:21-10:00,161.471,11.836855033265406,-274.66041824462485,0.9465711982137446
2010-03-20 07:30:22-10:00,161.864,11.84070279937363,-274.6619944117507,0.948486655958512
2010-03-20 07:30:23-10:00,161.864,11.84455041501544,-274.6635705589142,0.948098610000987
2010-03-20 07:30:24-10:00,161.864,11.848398035848245,-274.6651467507089,0.9477108788744364
2010-03-20 07:30:25-10:00,161.864,11.852245661964643,-274.6667229869938,0.9473234621951491
2010-03-20 07:30:26-10:00,161.864,11.85609329291998,-274.66829926760846,0.9469363596340612
2010-03-20 07:30:27-10:00,161.864,11.85994092912814,-274.66987559274463,0.9465495707762756
2010-03-20 07:30:28-10:00,161.864,11.863788570144969,-274.6714519622425,0.9461630952937636
2010-03-20 07:30:29-10:00,161.864,11.86763637151907,-274.67302844005803,0.9457769172093334
2010-03-20 07:30:30-10:00,161.864,11.871484022214348,-274.6746048981701,0.9453910673680234
2010-03-20 07:30:31-10:00,162.257,11.875331678426772,-274.6761814012041,0.9472999693272091
2010-03-20 07:30:32-10:00,162.649,11.879179339388688,-274.6777579486647,0.9492014766650836
2010-03-20 07:30:33-10:00,162.649,11.883027005514426,-274.6793345407441,0.9488146956563163
2010-03-20 07:30:34-10:00,162.649,11.88687467635919,-274.6809111772818,0.9484282273167712
2010-03-20 07:30:35-10:00,162.649,11.89072235233685,-274.68248785846924,0.9480420712344355
2010-03-20 07:30:36-10:00,162.649,11.894570188140472,-274.6840646479248,0.9476562115331992
2010-03-20 07:30:37-10:00,162.649,11.898417873588464,-274.68564141795264,0.9472706789486196
2010-03-20 07:30:38-10:00,162.649,11.90226556423622,-274.68721823292856,0.9468854575066917
2010-03-20 07:30:39-10:00,162.649,11.906113259529041,-274.68879509244357,0.9465005468948074
2010-03-20 07:30:40-10:00,163.042,11.909960959881955,-274.6903719966906,0.9484019956008999
2010-03-20 07:30:41-10:00,163.435,11.913808664850619,-274.69194894550924,0.9503018973265045
2010-03-20 07:30:42-10:00,163.435,11.917656374848724,-274.69352593909105,0.9499160613422061
2010-03-20 07:30:43-10:00,163.435,11.921504244570691,-274.69510304106655,0.9495305206839527
2010-03-20 07:30:44-10:00,163.435,11.92535180869656,-274.6966800599254,0.9491453215889405
2010-03-20 07:30:45-10:00,163.435,11.929199687977011,-274.6982572513376,0.9487604015441378
2010-03-20 07:30:46-10:00,163.435,11.933047417092327,-274.6998344237884,0.9483758067503502
2010-03-20 07:30:47-10:00,163.435,11.936895150734616,-274.7014116409073,0.9479915213613667
2010-03-20 07:30:48-10:00,163.435,11.940742889319532,-274.70298890288785,0.9476075449708425
2010-03-20 07:30:49-10:00,164.221,11.944590632401725,-274.7045662095686,0.95177931500194
2010-03-20 07:30:50-10:00,163.828,11.948438535534269,-274.7061436249438,0.9491172993684664
2010-03-20 07:30:51-10:00,164.221,11.952286132537406,-274.7077209571155,0.9510092182492315
2010-03-20 07:30:52-10:00,164.221,11.956134045348358,-274.70929846249123,0.9506246180718947
2010-03-20 07:30:53-10:00,164.221,11.959981806812559,-274.71087594815754,0.9502403421820363
2010-03-20 07:30:54-10:00,164.221,11.963829573455332,-274.71245347911827,0.9498563745655175
2010-03-20 07:30:55-10:00,164.221,11.967677344723118,-274.7140310549653,0.949472714914985
2010-03-20 07:30:56-10:00,164.221,11.971525120386982,-274.7156086756268,0.9490893628911398
2010-03-20 07:30:57-10:00,164.221,11.975372900861323,-274.71718634129513,0.948706318091151
2010-03-20 07:30:58-10:00,164.221,11.979220685378872,-274.71876405147464,0.9483235802303718
2010-03-20 07:30:59-10:00,164.221,11.98306863046449,-274.7203418711819,0.9479411333974899
2010-03-20 07:31:00-10:00,164.221,11.986916424101786,-274.721919671282,0.9475590082438844
2010-03-20 07:31:01-10:00,164.221,11.990764222814793,-274.723497516789,0.9471771888472043
2010-03-20 07:31:02-10:00,164.221,11.994612025835274,-274.7250754072063,0.9467956749249393
2010-03-20 07:31:03-10:00,164.221,11.99845983358086,-274.72665334272926,0.9464144660774512
2010-03-20 07:31:04-10:00,164.221,12.00230764560624,-274.72823132319627,0.9460335619911758
2010-03-20 07:31:05-10:00,164.218,12.006155462326458,-274.7298093488,0.9456356870175479
2010-03-20 07:31:06-10:00,164.611,12.010003438438117,-274.73138748321037,0.9475175306316425
2010-03-20 07:31:07-10:00,164.218,12.013851263750357,-274.73296559862456,0.9448753979314162
2010-03-20 07:31:08-10:00,165.004,12.017699093609556,-274.7345437593847,0.9490163755260774
2010-03-20 07:31:09-10:00,165.004,12.021546928105247,-274.7361219653458,0.948635180908007
