hst datetime,ap6_ghi,elevation,azimuth,ap6_rel
2010-03-23 07:30:00-10:00,104.547,12.403180741934804,-273.5878303302177,0.7271115005842097
2010-03-23 07:30:01-10:00,104.547,12.407035568282927,-273.589393535991,0.7267915351904416
2010-03-23 07:30:02-10:00,104.547,12.41089039998003,-273.59095678197576,0.7264718512743329
2010-03-23 07:30:03-10:00,104.547,12.414745237442354,-273.59252006836186,0.7261524484646176
2010-03-23 07:30:04-10:00,104.547,12.418600080226394,-273.5940833949904,0.7258333263906824
2010-03-23 07:30:05-10:00,104.937,12.422454928750787,-273.59564676205355,0.728220929143202
2010-03-23 07:30:06-10:00,104.937,12.426309938211217,-273.59721023271777,0.7279011790754683
2010-03-23 07:30:07-10:00,104.937,12.43016464178031,-273.5987736168619,0.7275817096786942
2010-03-23 07:30:08-10:00,105.327,12.434019662224388,-273.6003371683022,0.7299654031037407
2010-03-23 07:30:09-10:00,105.327,12.437874532500704,-273.60190069682574,0.7296453087104798
2010-03-23 07:30:10-10:00,105.327,12.441729408449978,-273.60346426586204,0.7293254949209582
2010-03-23 07:30:11-10:00,105.327,12.445584289631856,-273.6050278752553,0.7290059613663594
2010-03-23 07:30:12-10:00,105.327,12.449439176461293,-273.606591525194,0.7286867076785136
2010-03-23 07:30:13-10:00,105.327,12.45329422392043,-273.6081552787684,0.7283677334898957
2010-03-23 07:30:14-10:00,105.327,12.457148965824786,-273.60971894608747,0.7280490384336236
2010-03-23 07:30:15-10:00,105.717,12.461004024411132,-273.6112827809976,0.7304252298189431
2010-03-23 07:30:16-10:00,106.107,12.464858932517277,-273.612846592598,0.7327993436319035
2010-03-23 07:30:17-10:00,106.107,12.468713846101146,-273.61441044498383,0.7324791298639171
2010-03-23 07:30:18-10:00,106.107,12.472568765253568,-273.61597433801023,0.7321591958234489
2010-03-23 07:30:19-10:00,106.107,12.4764236895353,-273.61753827152245,0.7318395411441188
2010-03-23 07:30:20-10:00,106.107,12.480278619360453,-273.6191022457081,0.7315201654601861
2010-03-23 07:30:21-10:00,106.107,12.484133553961398,-273.62066626007453,0.7312010684065485
2010-03-23 07:30:22-10:00,106.497,12.487988650159023,-273.62223037908075,0.7335686329615103
2010-03-23 07:30:23-10:00,106.887,12.491843595355254,-273.6237944747042,0.7359341338020751
2010-03-23 07:30:24-10:00,106.887,12.495698546367954,-273.62535861139935,0.7356135308788795
2010-03-23 07:30:25-10:00,106.887,12.499553502644261,-273.6269227887605,0.7352932071694648
2010-03-23 07:30:26-10:00,106.887,12.503408463958731,-273.62848700671907,0.7349731623092378
2010-03-23 07:30:27-10:00,106.887,12.507263430725748,-273.63005126546267,0.7346533959342402
2010-03-23 07:30:28-10:00,106.887,12.511118402504312,-273.63161556483476,0.7343339076811461
2010-03-23 07:30:29-10:00,107.276,12.514973535141397,-273.6331799683024,0.7366860390455411
2010-03-23 07:30:30-10:00,107.276,12.518828517008636,-273.6347443488204,0.7363659452372617
2010-03-23 07:30:31-10:00,107.276,12.522683504602371,-273.63630877052253,0.7360461294729266
2010-03-23 07:30:32-10:00,107.666,12.526538497157034,-273.637873232918,0.7384013123964404
2010-03-23 07:30:33-10:00,107.666,12.530393495090195,-273.6394377361982,0.7380808909674107
2010-03-23 07:30:34-10:00,107.666,12.534248497953879,-273.6410022801989,0.7377607475047315
2010-03-23 07:30:35-10:00,107.666,12.538103506171286,-273.6425668651171,0.7374408816468548
2010-03-23 07:30:36-10:00,107.666,12.541958674727093,-273.6441315540781,0.7371212930328598
2010-03-23 07:30:37-10:00,107.666,12.545813692853084,-273.64569622036606,0.7368019813024503
2010-03-23 07:30:38-10:00,107.666,12.549668716185955,-273.6472609277759,0.7364829460959549
2010-03-23 07:30:39-10:00,108.056,12.553523744820785,-273.64882567616684,0.7388308044911307
2010-03-23 07:30:40-10:00,108.446,12.55737877831151,-273.6503904653767,0.7411766314005304
2010-03-23 07:30:41-10:00,108.446,12.5612338170762,-273.6519552955971,0.7408561183172757
2010-03-23 07:30:42-10:00,108.446,12.565088860674706,-273.65352016667214,0.7405358823183964
2010-03-23 07:30:43-10:00,108.446,12.568944064954847,-273.6550851420898,0.7402159230447375
