hst datetime,dh7_ghi,elevation,azimut,dh7_rel
2010-03-23 14:20:47-10:00,188.788,58.102530334889515,-54.49769238872912,0.21658314290245242
2010-03-23 14:20:48-10:00,188.788,58.09937355376405,-54.50283488729596,0.21659106902162029
2010-03-23 14:20:49-10:00,188.788,58.09621669829394,-54.50797627770771,0.21659899660818166
2010-03-23 14:20:50-10:00,188.406,58.09305963985805,-54.51311676844753,0.2161686362333584
2010-03-23 14:20:51-10:00,188.406,58.089902379314985,-54.5182563588931,0.21617655135151875
2010-03-23 14:20:52-10:00,188.024,58.086744916368104,-54.52339504983303,0.21574614640413922
2010-03-23 14:20:53-10:00,188.024,58.08358725143454,-54.52853284090452,0.21575404903945572
2010-03-23 14:20:54-10:00,187.642,58.08042938422148,-54.533669732893685,0.2153235994916855
2010-03-23 14:20:55-10:00,187.642,58.077271187632306,-54.53880593232702,0.21533148994940476
2010-03-23 14:20:56-10:00,187.26,58.074112916825435,-54.54394102592261,0.21490099577173485
2010-03-23 14:20:57-10:00,187.26,58.07095444383531,-54.54907522075743,0.21490887340138123
2010-03-23 14:20:58-10:00,187.26,58.06779576880755,-54.55420851735991,0.21491675280846317
2010-03-23 14:20:59-10:00,186.877,58.06463689215877,-54.559340915367926,0.21448505194165118
2010-03-23 14:21:00-10:00,186.495,58.06147781359291,-54.56447241556853,0.21405446838295544
2010-03-23 14:21:01-10:00,186.495,58.05831853334735,-54.56960301788746,0.21406232091176175
2010-03-23 14:21:02-10:00,186.495,58.05515892409625,-54.57473292888193,0.21407017552814275
2010-03-23 14:21:03-10:00,186.113,58.05199936868772,-54.57986152917891,0.21363953261882637
2010-03-23 14:21:04-10:00,185.731,58.04883935636735,-54.5849896453968,0.21320885992412303
2010-03-23 14:21:05-10:00,185.731,58.045679270009764,-54.59011665826941,0.21321668734028945
2010-03-23 14:21:06-10:00,185.731,58.04251898245372,-54.59524277403398,0.21322451652076563
2010-03-23 14:21:07-10:00,185.349,58.039358493407626,-54.60036799347381,0.21279378440113236
2010-03-23 14:21:08-10:00,184.967,58.03619780328385,-54.60549231622983,0.21236302182670877
2010-03-23 14:21:09-10:00,184.967,58.03303678416767,-54.610615949464915,0.2123708243916752
2010-03-23 14:21:10-10:00,184.967,58.02987581978265,-54.61573827342272,0.2123786280836402
2010-03-23 14:21:11-10:00,184.584,58.02671439800401,-54.62086011510576,0.21194665840040033
2010-03-23 14:21:12-10:00,184.202,58.02355290390395,-54.62598085409397,0.211515806107278
2010-03-23 14:21:13-10:00,184.202,58.020391208235594,-54.631100698285366,0.2115235830952135
2010-03-23 14:21:14-10:00,184.202,58.01722931185122,-54.636219647064905,0.21153136183518786
2010-03-23 14:21:15-10:00,184.202,58.01406721446074,-54.64133770121356,0.2115391423283449
2010-03-23 14:21:16-10:00,183.82,58.0109049164786,-54.646454860371676,0.21110821638858535
2010-03-23 14:21:17-10:00,183.438,58.0077424180516,-54.65157112506586,0.2106772599164162
2010-03-23 14:21:18-10:00,183.438,58.004579590571666,-54.65668670176325,0.21068501369089068
2010-03-23 14:21:19-10:00,183.438,58.001416690897585,-54.66180117807147,0.21069276889722985
2010-03-23 14:21:20-10:00,183.056,57.99825359025286,-54.66691476077878,0.2102617530734036
2010-03-23 14:21:21-10:00,182.674,57.99509028931785,-54.672027449553525,0.2098307066821314
2010-03-23 14:21:22-10:00,182.674,57.99192678779863,-54.67713924517798,0.2098384348095918
2010-03-23 14:21:23-10:00,182.674,57.98876308610749,-54.6822501472941,0.20984616467707118
2010-03-23 14:21:24-10:00,182.291,57.985599183953504,-54.68736015668202,0.20941391006830706
2010-03-23 14:21:25-10:00,182.291,57.982434953996204,-54.69246947878685,0.20942162751514914
2010-03-23 14:21:26-10:00,181.909,57.97927065188047,-54.69757770249208,0.20899047661153813
2010-03-23 14:21:27-10:00,181.909,57.97610614939359,-54.70268503378958,0.20899818104346718
2010-03-23 14:21:28-10:00,181.909,57.97294144668369,-54.70779147320414,0.20900588721038074
2010-03-23 14:21:29-10:00,181.527,57.96977654416362,-54.71289702037774,0.20857467678807237
2010-03-23 14:21:30-10:00,181.527,57.96661144154079,-54.71800167609052,0.20858237023507434
2010-03-23 14:21:31-10:00,181.145,57.96344613922844,-54.72310543998444,0.20815111470640502
2010-03-23 14:21:32-10:00,181.145,57.960280509123926,-54.72820851839103,0.20815879573017396
2010-03-23 14:21:33-10:00,181.145,57.95711480769359,-54.73331049955769,0.20816647817103312
2010-03-23 14:21:34-10:00,180.763,57.953948905959685,-54.7384115903626,0.20773516303230455
