hst datetime,dh1_ghi,elevation,azimuth,dh1_rel
2010-03-23 11:55:32-10:00,994.934,67.33852625074819,-330.83299796072254,1.0323522258367899
2010-03-23 11:55:33-10:00,997.085,67.34042166013599,-330.8426259851937,1.0345672686878333
2010-03-23 11:55:34-10:00,994.217,67.34231642402258,-330.8522551370472,1.0315746507159578
2010-03-23 11:55:35-10:00,995.651,67.34421061843935,-330.86188580725036,1.0330457049506563
2010-03-23 11:55:36-10:00,996.009,67.34610424342533,-330.871517995612,1.0334003169895702
2010-03-23 11:55:37-10:00,995.293,67.34799729873156,-330.8811517015141,1.0326406164388038
2010-03-23 11:55:38-10:00,993.501,67.34988978410937,-330.8907869243452,1.0307645827363343
2010-03-23 11:55:39-10:00,992.067,67.35178169959794,-330.90042366391066,1.0292600317285328
2010-03-23 11:55:40-10:00,992.784,67.35367312104395,-330.91006231167495,1.029987135328049
2010-03-23 11:55:41-10:00,992.425,67.35556389614744,-330.9197020858571,1.0295979118902594
2010-03-23 11:55:42-10:00,993.859,67.35745410077793,-330.9293433778615,1.0310688305999909
2010-03-23 11:55:43-10:00,990.633,67.35934373497447,-330.93898618749114,1.0277053109099226
2010-03-23 11:55:44-10:00,995.292,67.36123279838317,-330.9486305135927,1.0325218467319845
2010-03-23 11:55:45-10:00,994.576,67.36312129107117,-330.95827635716194,1.0317622594748632
2010-03-23 11:55:46-10:00,993.142,67.36500921268464,-330.96792371704487,1.0302578637478057
2010-03-23 11:55:47-10:00,995.651,67.36689663924484,-330.9775729836935,1.0328438088407357
2010-03-23 11:55:48-10:00,994.576,67.36878341843911,-330.9872233759114,1.0317118489768107
2010-03-23 11:55:49-10:00,991.35,67.3706696263675,-330.9968752864877,1.0283486474832038
2010-03-23 11:55:50-10:00,992.783,67.3725552626481,-331.00652871305505,1.0298183575941586
2010-03-23 11:55:51-10:00,993.859,67.37444032734811,-331.01618365662586,1.0309177081294416
2010-03-23 11:55:52-10:00,993.5,67.37632482011401,-331.02584011603653,1.0305285392613222
2010-03-23 11:55:53-10:00,993.859,67.37820874101234,-331.0354980922801,1.0308841313740162
2010-03-23 11:55:54-10:00,994.217,67.38009216548248,-331.04515797408504,1.031238674668328
2010-03-23 11:55:55-10:00,995.651,67.38197486618617,-331.0548185916087,1.0327092552707637
2010-03-23 11:55:56-10:00,995.292,67.38385714605342,-331.0644815062611,1.0323200825779728
2010-03-23 11:55:57-10:00,996.009,67.38573877750068,-331.0741455464109,1.033046935067675
2010-03-23 11:55:58-10:00,997.084,67.38761983636373,-331.08381110299575,1.034145070551378
2010-03-23 11:55:59-10:00,996.009,67.38950032228927,-331.0934781748422,1.0330132922510287
2010-03-23 11:56:00-10:00,996.368,67.39138023534376,-331.1031467629587,1.0333688033735948
2010-03-23 11:56:01-10:00,997.084,67.39325965080485,-331.1128172564828,1.0340947688235802
2010-03-23 11:56:02-10:00,997.801,67.39513834182002,-331.1224884842985,1.0348217480359874
2010-03-23 11:56:03-10:00,995.651,67.39701661059318,-331.1321620101819,1.032575379275191
2010-03-23 11:56:04-10:00,994.934,67.39889423026058,-331.1418366592351,1.0318152026017986
2010-03-23 11:56:05-10:00,998.518,67.40077127615741,-331.15151282425313,1.0355154124123755
2010-03-23 11:56:06-10:00,996.009,67.40264774832278,-331.1611905050387,1.0328968450264289
2010-03-23 11:56:07-10:00,993.859,67.40452364640399,-331.17086970041913,1.0306506516368048
2010-03-23 11:56:08-10:00,995.292,67.40639904593537,-331.18055080212696,1.032120109756325
2010-03-23 11:56:09-10:00,998.518,67.40827372013253,-331.1902326355939,1.0354488359058356
2010-03-23 11:56:10-10:00,997.801,67.41014797096793,-331.19991676847377,1.034688686357325
2010-03-23 11:56:11-10:00,996.009,67.41202157164774,-331.2096020224095,1.0328138375064617
2010-03-23 11:56:12-10:00,997.084,67.41389459776185,-331.2192887927975,1.033911943424791
2010-03-23 11:56:13-10:00,997.801,67.41576704893164,-331.228977077264,1.0346387970495508
2010-03-23 11:56:14-10:00,997.084,67.41763892522242,-331.2386668768045,1.0338787093884247
2010-03-23 11:56:15-10:00,994.934,67.41951022638649,-331.2483581907945,1.0316327890202104
2010-03-23 11:56:16-10:00,993.142,67.42138095215023,-331.2580510173984,1.029758139939986
2010-03-23 11:56:17-10:00,997.443,67.42325117791599,-331.26774575249505,1.034201092323923
2010-03-23 11:56:18-10:00,996.009,67.42512075268618,-331.2774416076158,1.0326976493898739
2010-03-23 11:56:19-10:00,999.593,67.42698975188593,-331.2871389785714,1.0363970125097395
2010-03-23 11:56:20-10:00,998.16,67.42885817513749,-331.29683786298017,1.0348946194105983
2010-03-23 11:56:21-10:00,996.368,67.43072602250595,-331.30653826184584,1.0330200685419009
2010-03-23 11:56:22-10:00,996.368,67.43259329363956,-331.31624017399173,1.0330034679923485
2010-03-23 11:56:23-10:00,998.518,67.43445998860307,-331.3259436004142,1.0352158855342464
2010-03-23 11:56:24-10:00,997.801,67.43632618214184,-331.3356489316452,1.034455910741204
2010-03-23 11:56:25-10:00,996.726,67.43819172407804,-331.3453553841167,1.0333248149586114
2010-03-23 11:56:26-10:00,998.16,67.440056689231,-331.35506335070266,1.0347948417836672
2010-03-23 11:56:27-10:00,998.16,67.44192107763999,-331.36477283120274,1.034778214049683
2010-03-23 11:56:28-10:00,997.801,67.44378488895373,-331.37448382443716,1.0343894226582684
2010-03-23 11:56:29-10:00,997.801,67.44564812323631,-331.384196331394,1.0343728019729568
2010-03-23 11:56:30-10:00,997.084,67.44751078013671,-331.3939103508974,1.0336129139934422
2010-03-23 11:56:31-10:00,999.235,67.449372934653,-331.4036262760789,1.035826073976248
2010-03-23 11:56:32-10:00,997.801,67.45123436171144,-331.4133429286871,1.0343229431216245
2010-03-23 11:56:33-10:00,998.518,67.45309536080327,-331.4230618791564,1.0350495565745195
2010-03-23 11:56:34-10:00,996.368,67.45495570723607,-331.4327819506883,1.0328043030057394
2010-03-23 11:56:35-10:00,999.593,67.45681547556933,-331.4425035342946,1.0361305910992276
2010-03-23 11:56:36-10:00,996.726,67.45867466586714,-331.4522266309729,1.0331421961291607
2010-03-23 11:56:37-10:00,997.443,67.46053327777858,-331.4619512395364,1.0338687818567684
2010-03-23 11:56:38-10:00,997.443,67.46239138613794,-331.4716777535367,1.0338521719391822
2010-03-23 11:56:39-10:00,996.368,67.46424876625873,-331.4814049929061,1.0327213402591318
2010-03-23 11:56:40-10:00,995.292,67.46610571731296,-331.49113453262083,1.0315895084441147
2010-03-23 11:56:41-10:00,997.084,67.46796201461129,-331.5008651888019,1.0334302589213948
2010-03-23 11:56:42-10:00,995.651,67.46981773303719,-331.51059735867955,1.031928444465173
2010-03-23 11:56:43-10:00,995.292,67.47167287221595,-331.5203310398643,1.0315397925399579
2010-03-23 11:56:44-10:00,995.292,67.473527432211,-331.530066233347,1.0315232216367698
2010-03-23 11:56:45-10:00,995.292,67.47538141267209,-331.5398029379449,1.0315066512659714
2010-03-23 11:56:46-10:00,995.292,67.47723481363856,-331.5495411534389,1.0314900814275365
2010-03-23 11:56:47-10:00,995.651,67.4790877093918,-331.55928127536885,1.0318455627265404
2010-03-23 11:56:48-10:00,996.368,67.48093995075608,-331.56902251373765,1.0325720408979644
2010-03-23 11:56:49-10:00,994.217,67.48279161203618,-331.5787652640313,1.030326331786972
2010-03-23 11:56:50-10:00,995.65,67.48464269327125,-331.5885095260291,1.0317948037708984
2010-03-23 11:56:51-10:00,995.65,67.4864931941114,-331.59825529854396,1.0317782306347925
2010-03-23 11:56:52-10:00,992.783,67.4883431146195,-331.6080025825617,1.0287906735751298
2010-03-23 11:56:53-10:00,995.65,67.49019245454888,-331.6177513774449,1.0317450859597592
2010-03-23 11:56:54-10:00,996.009,67.49204128804904,-331.62750207607485,1.032100523195628
2010-03-23 11:56:55-10:00,994.575,67.4938894663436,-331.6372538912256,1.030598007453527
2010-03-23 11:56:56-10:00,993.858,67.4957370635491,-331.64700721759186,1.0298384974229633
2010-03-23 11:56:57-10:00,994.575,67.49758407970462,-331.656762054955,1.0305649028186856
2010-03-23 11:56:58-10:00,992.425,67.49943051446098,-331.66651840213063,1.028320586720658
2010-03-23 11:56:59-10:00,992.783,67.50127636788025,-331.67627626009727,1.0286750142600547
2010-03-23 11:57:00-10:00,989.916,67.50312163961317,-331.6860356276618,1.0256878908824152
2010-03-23 11:57:01-10:00,992.066,67.5049664039539,-331.69579689977587,1.0278996082429577
2010-03-23 11:57:02-10:00,992.066,67.50681051204319,-331.7055592861737,1.0278836330782446
2010-03-23 11:57:03-10:00,990.274,67.50865403824388,-331.715323184155,1.0260109887491207
2010-03-23 11:57:04-10:00,993.5,67.51049698218425,-331.7250885913237,1.029337411312247
2010-03-23 11:57:05-10:00,993.5,67.51233934392604,-331.73485550865706,1.0293214145476737
2010-03-23 11:57:06-10:00,991.708,67.51418112312055,-331.74462393496526,1.0274488351805922
2010-03-23 11:57:07-10:00,991.708,67.51602231982956,-331.7543938712395,1.0274328682623501
2010-03-23 11:57:08-10:00,993.142,67.51786300777142,-331.7641657106549,1.028902536560704
2010-03-23 11:57:09-10:00,989.916,67.5197029647836,-331.7739382698361,1.0255444393680868
2010-03-23 11:57:10-10:00,991.35,67.52154248678424,-331.78371312766717,1.0270140913357242
2010-03-23 11:57:11-10:00,989.557,67.52338135168117,-331.79348910058786,1.0251406573575375
2010-03-23 11:57:12-10:00,991.35,67.52521963327196,-331.80326658238346,1.0269821734914597
2010-03-23 11:57:13-10:00,990.991,67.52705733131079,-331.8130455724078,1.0265943175261234
2010-03-23 11:57:14-10:00,992.425,67.52889444585888,-331.8228260716414,1.0280638618343496
2010-03-23 11:57:15-10:00,990.991,67.53073105047045,-331.8326084736933,1.0265624142149625
2010-03-23 11:57:16-10:00,991.35,67.53256692347732,-331.84239159390813,1.026918343754273
2010-03-23 11:57:17-10:00,989.916,67.53440236015949,-331.8521770140803,1.0254169605926793
2010-03-23 11:57:18-10:00,988.482,67.53623713885436,-331.86196354573354,1.0239156240871603
2010-03-23 11:57:19-10:00,989.557,67.53807133315763,-331.8717515861692,1.0250132327334838
2010-03-23 11:57:20-10:00,990.274,67.53990494310864,-331.88154113516106,1.025739985747195
2010-03-23 11:57:21-10:00,988.124,67.5417379683593,-331.89133219149744,1.0234970826743068
2010-03-23 11:57:22-10:00,988.841,67.54357040897057,-331.9011247561727,1.0242238366613012
2010-03-23 11:57:23-10:00,987.049,67.54540226457344,-331.9109188267682,1.0223518310789885
2010-03-23 11:57:24-10:00,987.407,67.54723360898215,-331.92071480325257,1.0227067460465424
2010-03-23 11:57:25-10:00,989.557,67.54906429436052,-331.9305118889256,1.0249176850519783
2010-03-23 11:57:26-10:00,987.766,67.55089439454608,-331.9403104836967,1.0230467916570865
2010-03-23 11:57:27-10:00,990.633,67.55272390917001,-331.95011058513893,1.0260002547826115
2010-03-23 11:57:28-10:00,991.708,67.55455283829296,-331.95991219424917,1.0270976775786498
2010-03-23 11:57:29-10:00,991.708,67.55638118166932,-331.9697153103617,1.0270817215726848
2010-03-23 11:57:30-10:00,989.199,67.55820893905353,-331.9795199328122,1.0244673116716065
2010-03-23 11:57:31-10:00,990.633,67.56003618403072,-331.98932645837056,1.025936500933627
2010-03-23 11:57:32-10:00,990.633,67.56186276915973,-331.99913409310363,1.0259205637093467
2010-03-23 11:57:33-10:00,990.274,67.56368876809022,-332.0089432361401,1.0255328447348282
2010-03-23 11:57:34-10:00,991.708,67.56551418045437,-332.018753885054,1.0270019489785984
2010-03-23 11:57:35-10:00,991.708,67.56733900631231,-332.0285660408357,1.0269859959467675
2010-03-23 11:57:36-10:00,992.066,67.56916324531682,-332.0383797022632,1.027340772773967
2010-03-23 11:57:37-10:00,988.124,67.57098689752782,-332.0481948703232,1.0232427131583062
2010-03-23 11:57:38-10:00,992.783,67.57281003595753,-332.0580119400114,1.0280513288888613
2010-03-23 11:57:39-10:00,992.783,67.57463251390365,-332.06783011873483,1.028035360548571
2010-03-23 11:57:40-10:00,993.142,67.57645440444237,-332.07764980385355,1.0283911345270491
2010-03-23 11:57:41-10:00,994.575,67.57827570761299,-332.0874709951323,1.0298589991705835
2010-03-23 11:57:42-10:00,993.858,67.58009642306902,-332.0972936913565,1.029100578408166
2010-03-23 11:57:43-10:00,993.858,67.58191655086986,-332.1071178935107,1.0290845947633438
2010-03-23 11:57:44-10:00,994.575,67.58373609066895,-332.1169436003719,1.0298110136428023
2010-03-23 11:57:45-10:00,994.217,67.58555511571876,-332.1267712095621,1.0294243419179354
2010-03-23 11:57:46-10:00,993.5,67.58737340607404,-332.1365995287365,1.0286659750221057
2010-03-23 11:57:47-10:00,992.425,67.58919125455789,-332.1464301479664,1.0275369656533404
2010-03-23 11:57:48-10:00,993.5,67.59100844139769,-332.15626187527766,1.0286340237139744
2010-03-23 11:57:49-10:00,992.783,67.59282503951825,-332.16609510670696,1.0278757044247657
2010-03-23 11:57:50-10:00,993.5,67.59464104897818,-332.1759298432214,1.0286020743906557
2010-03-23 11:57:51-10:00,995.292,67.59645646943153,-332.1857660836008,1.0304413861220079
2010-03-23 11:57:52-10:00,994.217,67.59827137396402,-332.19560422589495,1.029312436846726
2010-03-23 11:57:53-10:00,993.5,67.6000855431303,-332.20544307647776,1.0285541541267953
2010-03-23 11:57:54-10:00,992.425,67.6018992691054,-332.2152842283235,1.0274252692212926
2010-03-23 11:57:55-10:00,994.575,67.60371233245924,-332.225126484014,1.0296351049589574
2010-03-23 11:57:56-10:00,993.5,67.60552480630967,-332.23497024527205,1.0285062383277224
2010-03-23 11:57:57-10:00,992.425,67.60733669029221,-332.2448155096613,1.0273774067552193
2010-03-23 11:57:58-10:00,994.575,67.60914798446538,-332.2546622781613,1.0295871402927967
2010-03-23 11:57:59-10:00,994.575,67.6109586884837,-332.2645105495533,1.0295711530637914
2010-03-23 11:58:00-10:00,994.217,67.61276880238685,-332.2743603235888,1.0291845751244275
2010-03-23 11:58:01-10:00,993.858,67.6145783986975,-332.284212000297,1.0287972935245762
2010-03-23 11:58:02-10:00,995.292,67.61638733175113,-332.29406478064504,1.0302660287723227
2010-03-23 11:58:03-10:00,992.425,67.61819567409407,-332.3039190645924,1.0272826522271048
2010-03-23 11:58:04-10:00,994.575,67.62000342576583,-332.31377485190023,1.0294925031270612
2010-03-23 11:58:05-10:00,992.066,67.62181058642155,-332.3236321413459,1.0268797921534834
2010-03-23 11:58:06-10:00,993.5,67.62361715611888,-332.3334909338962,1.0283484671863163
2010-03-23 11:58:07-10:00,992.783,67.62542313461364,-332.34335122888297,1.0275906819280158
2010-03-23 11:58:08-10:00,992.425,67.62722859430713,-332.35321342365273,1.0272045008723358
2010-03-23 11:58:09-10:00,991.349,67.62903338992434,-332.3630767219697,1.0260751805893105
2010-03-23 11:58:10-10:00,990.991,67.63083759382548,-332.37294152299444,1.0256890343427818
2010-03-23 11:58:11-10:00,989.916,67.63264120605024,-332.38280782648997,1.0245608064785061
2010-03-23 11:58:12-10:00,992.425,67.63444422625415,-332.3926756312318,1.0271419883494148
2010-03-23 11:58:13-10:00,992.783,67.63624665449443,-332.40254493818213,1.027496879318073
2010-03-23 11:58:14-10:00,991.349,67.63804849042667,-332.4124157461165,1.0259971282193945
2010-03-23 11:58:15-10:00,990.633,67.6398498065866,-332.4222884544605,1.0252405058967993
2010-03-23 11:58:16-10:00,991.349,67.6416504576318,-332.4321622639179,1.0259659105962458
2010-03-23 11:58:17-10:00,990.633,67.64345051615649,-332.44203757628884,1.0252093117696752
2010-03-23 11:58:18-10:00,991.708,67.64524998179895,-332.4519143891164,1.0263062194876353
2010-03-23 11:58:19-10:00,992.425,67.64704885461629,-332.4617927033762,1.0270326097406477
2010-03-23 11:58:20-10:00,990.991,67.64884713426443,-332.4716725178379,1.0255330025933491
2010-03-23 11:58:21-10:00,989.916,67.6506448208002,-332.4815538334684,1.0244049487303908
2010-03-23 11:58:22-10:00,991.708,67.65244198619062,-332.49143704791175,1.0262437711324104
2010-03-23 11:58:23-10:00,993.5,67.65423841354304,-332.50132096429036,1.0280825375912401
2010-03-23 11:58:24-10:00,990.633,67.65603439174266,-332.5112071794232,1.0251001472717474
2010-03-23 11:58:25-10:00,993.141,67.65782970396882,-332.5210944962622,1.0276797757430605
2010-03-23 11:58:26-10:00,991.349,67.65962442226457,-332.53098331304943,1.0258098509715687
2010-03-23 11:58:27-10:00,993.858,67.66141854638632,-332.5408736291008,1.0283904249173417
2010-03-23 11:58:28-10:00,994.217,67.66321207639062,-332.55076544538815,1.0287462506555014
2010-03-23 11:58:29-10:00,992.783,67.66500508407714,-332.56065915998056,1.027246822728494
2010-03-23 11:58:30-10:00,991.349,67.66679735305664,-332.57055357471745,1.0257474404142934
2010-03-23 11:58:31-10:00,992.425,67.66858917155878,-332.580450289337,1.0268451577410265
2010-03-23 11:58:32-10:00,991.349,67.67038032321774,-332.5903481018605,1.0257162379833757
2010-03-23 11:58:33-10:00,996.367,67.67217087985792,-332.60024741405095,1.0308925182390936
2010-03-23 11:58:34-10:00,994.217,67.67396084151922,-332.61014822566926,1.0286523725540953
2010-03-23 11:58:35-10:00,991.349,67.67575020785844,-332.62005053546454,1.0256694378961624
2010-03-23 11:58:36-10:00,991.349,67.67753897893155,-332.6299543444062,1.0256538388161147
2010-03-23 11:58:37-10:00,990.274,67.67932715437992,-332.63985965003985,1.0245260576106447
2010-03-23 11:58:38-10:00,989.916,67.68111480623347,-332.64976685682313,1.0241400993562269
2010-03-23 11:58:39-10:00,992.783,67.68290179020869,-332.65967515901525,1.0270905991564427
2010-03-23 11:58:40-10:00,989.916,67.6846881783592,-332.66958496102006,1.024108949609564
2010-03-23 11:58:41-10:00,990.633,67.68647397032677,-332.6794962603743,1.024835130252454
2010-03-23 11:58:42-10:00,989.557,67.68825916616683,-332.68940905804607,1.0237064127400295
2010-03-23 11:58:43-10:00,990.633,67.69004376553684,-332.699323352787,1.0248039607881232
2010-03-23 11:58:44-10:00,993.141,67.69182776849233,-332.709239145569,1.0273828484319583
2010-03-23 11:58:45-10:00,989.916,67.69361124654866,-332.71915683596035,1.024031083532338
2010-03-23 11:58:46-10:00,992.425,67.69539405590682,-332.7290756215714,1.0266109389446696
2010-03-23 11:58:47-10:00,988.841,67.69717626843502,-332.7389959060183,1.0228879269368871
2010-03-23 11:58:48-10:00,989.199,67.6989578837757,-332.7489176868278,1.0232426937170434
2010-03-23 11:58:49-10:00,989.557,67.70073890198408,-332.75884096496816,1.023597449708263
2010-03-23 11:58:50-10:00,993.141,67.70251932271808,-332.76876573919003,1.0272891175567023
2010-03-23 11:58:51-10:00,989.916,67.70429914603255,-332.7786920104529,1.0239376598680745
2010-03-23 11:58:52-10:00,990.991,67.7060784431754,-332.7886201781994,1.0250340198537755
2010-03-23 11:58:53-10:00,993.5,67.70785699941788,-332.7985490401129,1.027613585434304
2010-03-23 11:58:54-10:00,990.991,67.70963510075775,-332.80848020024314,1.025002849554487
2010-03-23 11:58:55-10:00,992.066,67.71141253253855,-332.81841245609985,1.0260991433366173
2010-03-23 11:58:56-10:00,989.557,67.71318936598414,-332.8283462071688,1.0234885098700186
2010-03-23 11:58:57-10:00,989.199,67.71496560114905,-332.8382814544192,1.0231026788830957
2010-03-23 11:58:58-10:00,990.633,67.71674123769192,-332.84821819660056,1.0245702502263472
2010-03-23 11:58:59-10:00,992.066,67.71851634708774,-332.85815683577937,1.0260367427031352
2010-03-23 11:59:00-10:00,991.708,67.72029071471923,-332.86809616615324,1.0256508905726098
2010-03-23 11:59:01-10:00,991.708,67.72206462631699,-332.8780377969009,1.0256356159204003
2010-03-23 11:59:02-10:00,993.858,67.72383786729439,-332.88798051838353,1.0278438628954092
2010-03-23 11:59:03-10:00,986.332,67.72561050914409,-332.89792473638533,1.0200453136524648
2010-03-23 11:59:04-10:00,992.066,67.72738255160971,-332.90787044898866,1.025960025796214
2010-03-23 11:59:05-10:00,987.048,67.72915399444908,-332.91781765548694,1.0207553843003665
2010-03-23 11:59:06-10:00,992.424,67.73092490896751,-332.92776675837695,1.0262996896356165
2010-03-23 11:59:07-10:00,992.424,67.73269508105666,-332.9377165505841,1.0262844066866954
2010-03-23 11:59:08-10:00,993.5,67.73446479576793,-332.9476686429789,1.027381819550595
2010-03-23 11:59:09-10:00,993.858,67.73623383902518,-332.9576218246416,1.0277367244804636
2010-03-23 11:59:10-10:00,992.783,67.73800228214961,-332.9675765017844,1.0266097926684246
2010-03-23 11:59:11-10:00,994.933,67.73977012478728,-332.9775326719292,1.028817729201902
2010-03-23 11:59:12-10:00,994.575,67.74153736699172,-332.98749033603485,1.0284322228964173
2010-03-23 11:59:13-10:00,992.783,67.74330400842257,-332.99744949284195,1.0265639340655068
2010-03-23 11:59:14-10:00,993.5,67.74507004912024,-333.0074101420887,1.027290034738637
2010-03-23 11:59:15-10:00,995.292,67.74683555981665,-333.01737268823615,1.0291276591784697
2010-03-23 11:59:16-10:00,996.367,67.74860039842271,-333.02733632329614,1.0302238650101474
2010-03-23 11:59:17-10:00,998.876,67.7503646356944,-333.0373014516614,1.0328027438947474
2010-03-23 11:59:18-10:00,991.708,67.7521282716721,-333.0472680730768,1.0253760164240813
2010-03-23 11:59:19-10:00,993.141,67.75389130601572,-333.05723618627644,1.0268423775687576
2010-03-23 11:59:20-10:00,994.216,67.75565373877838,-333.06720579222065,1.0279385521415558
2010-03-23 11:59:21-10:00,999.951,67.75741556971852,-333.0771768902031,1.033852683661556
2010-03-23 11:59:22-10:00,996.009,67.75917686945768,-333.0871498820004,1.0297617053692283
2010-03-23 11:59:23-10:00,993.858,67.76093749628558,-333.09712396242094,1.027522514642737
2010-03-23 11:59:24-10:00,995.292,67.76269752077499,-333.107099535074,1.0289897685359217
2010-03-23 11:59:25-10:00,996.725,67.76445694296622,-333.11707659969943,1.0304559449003685
2010-03-23 11:59:26-10:00,996.725,67.76621576251979,-333.1270551550258,1.030440604399717
2010-03-23 11:59:27-10:00,994.216,67.76797397948832,-333.13703520201057,1.0278314325684372
2010-03-23 11:59:28-10:00,999.593,67.7697315935324,-333.14701673937975,1.0333748505648452
2010-03-23 11:59:29-10:00,996.009,67.77148867539766,-333.1570001710138,1.0296543990036013
2010-03-23 11:59:30-10:00,997.084,67.77324501265394,-333.16698428567236,1.0307503685371604
